id,quarter,avg_d,avg_u,avg_l,name
DE277,2021-07-01,68.29,21.81,16.22,Dillingen a.d. Donau
DE277,2021-10-01,67.18,16.97,18.38,Dillingen a.d. Donau
DE277,2022-01-01,84.07,20.81,16.69,Dillingen a.d. Donau
DE277,2022-04-01,79.99,20.98,17.24,Dillingen a.d. Donau
DE278,2019-01-01,40.92,11.31,30.96,Günzburg
DE278,2019-04-01,38.23,14.33,32.38,Günzburg
DE278,2019-07-01,43.1,14.7,25.05,Günzburg
DE278,2019-10-01,53.88,14.34,21.82,Günzburg
DE278,2020-01-01,52.34,15,21.74,Günzburg
DE278,2020-04-01,58.7,16.48,20.25,Günzburg
DE278,2020-07-01,61.88,17.95,20.37,Günzburg
DE278,2020-10-01,70.93,18.63,20.19,Günzburg
DE278,2021-01-01,76.26,18.71,20.23,Günzburg
DE278,2021-04-01,89.74,20.44,18.75,Günzburg
DE278,2021-07-01,91.72,22.35,18.67,Günzburg
DE278,2021-10-01,94.18,22.02,19.94,Günzburg
DE278,2022-01-01,95.87,23.04,17.99,Günzburg
DE278,2022-04-01,104.47,22.9,19.25,Günzburg
DE279,2019-01-01,46.7,10.8,26.2,Neu-Ulm
DE279,2019-04-01,50.09,12.71,27.9,Neu-Ulm
DE279,2019-07-01,56.23,14.12,27.47,Neu-Ulm
DE279,2019-10-01,66.66,14.92,26.13,Neu-Ulm
DE279,2020-01-01,68.64,15.91,23.26,Neu-Ulm
DE279,2020-04-01,77.05,18.02,21,Neu-Ulm
DE279,2020-07-01,77.53,18.65,19.46,Neu-Ulm
DE279,2020-10-01,88.16,18.83,18.66,Neu-Ulm
DE279,2021-01-01,91.24,19.38,18.59,Neu-Ulm
DE279,2021-04-01,108.31,20.3,17.06,Neu-Ulm
DE279,2021-07-01,106.31,20.74,19.11,Neu-Ulm
DE279,2021-10-01,104.12,21.12,18.09,Neu-Ulm
DE279,2022-01-01,121.44,22.3,18.79,Neu-Ulm
DE279,2022-04-01,111.96,22.12,21.18,Neu-Ulm
DE27A,2019-01-01,37.66,14.01,31.41,Lindau (Bodensee)
DE27A,2019-04-01,41.13,13.73,30.81,Lindau (Bodensee)
DE27A,2019-07-01,42.51,15,25.33,Lindau (Bodensee)
DE27A,2019-10-01,42,14.94,30.23,Lindau (Bodensee)
DE27A,2020-01-01,46.26,17.11,24.57,Lindau (Bodensee)
DE27A,2020-04-01,54.06,18.47,21.05,Lindau (Bodensee)
DE27A,2020-07-01,57.47,18.94,18.73,Lindau (Bodensee)
DE27A,2020-10-01,57.35,20.14,17.87,Lindau (Bodensee)
DE27A,2021-01-01,72.77,21.82,17.38,Lindau (Bodensee)
DE27A,2021-04-01,77.06,21.95,17.58,Lindau (Bodensee)
DE27A,2021-07-01,73.37,21.88,17.54,Lindau (Bodensee)
DE27A,2021-10-01,80.78,23.02,15.29,Lindau (Bodensee)
DE27A,2022-01-01,97.38,24.95,16.78,Lindau (Bodensee)
DE27A,2022-04-01,85.05,23.47,17.68,Lindau (Bodensee)
DE27B,2019-01-01,37.83,12.12,30.24,Ostallgäu
DE27B,2019-04-01,39.28,10.91,32.32,Ostallgäu
DE27B,2019-07-01,40.48,12.79,34.71,Ostallgäu
DE27B,2019-10-01,52.06,16.25,20.78,Ostallgäu
DE27B,2020-01-01,59.47,19.66,18.84,Ostallgäu
DE27B,2020-04-01,67.01,19.72,17.46,Ostallgäu
DE27B,2020-07-01,65.32,21.57,17,Ostallgäu
DE27B,2020-10-01,75.91,21.17,14.81,Ostallgäu
DE27B,2021-01-01,87.94,24.64,14.69,Ostallgäu
DE27B,2021-04-01,99.59,23.96,16.02,Ostallgäu
DE27B,2021-07-01,81.93,21.97,17.71,Ostallgäu
DE27B,2021-10-01,104.05,24.09,15.89,Ostallgäu
DE27B,2022-01-01,108.23,25.66,15.55,Ostallgäu
DE27B,2022-04-01,92.56,22.79,17.64,Ostallgäu
DE27C,2019-01-01,41.54,10.12,33.97,Unterallgäu
DE27C,2019-04-01,41.77,11.43,34.71,Unterallgäu
DE27C,2019-07-01,45.02,13.97,23.28,Unterallgäu
DE27C,2019-10-01,50.71,17.27,21.52,Unterallgäu
DE27C,2020-01-01,47.88,15.99,21.32,Unterallgäu
DE27C,2020-04-01,61.6,18.92,18.45,Unterallgäu
DE27C,2020-07-01,64.25,19.91,18.59,Unterallgäu
DE27C,2020-10-01,65.72,21.66,19.13,Unterallgäu
DE27C,2021-01-01,76.26,24.11,18.43,Unterallgäu
DE27C,2021-04-01,84.87,25.97,17.96,Unterallgäu
DE27C,2021-07-01,80.58,24.2,18.31,Unterallgäu
DE27C,2021-10-01,83.79,24.37,17.23,Unterallgäu
DE27C,2022-01-01,89.21,24.45,19.47,Unterallgäu
DE27C,2022-04-01,86.75,23.82,17.01,Unterallgäu
DE27D,2019-01-01,42.59,12.12,26.5,Donau-Ries
DE27D,2019-04-01,47.01,11.49,28.52,Donau-Ries
DE27D,2019-07-01,60.55,15.27,23.98,Donau-Ries
DE27D,2019-10-01,62.94,15.19,22.43,Donau-Ries
DE27D,2020-01-01,63.64,16.61,21.19,Donau-Ries
DE27D,2020-04-01,71.05,18.79,19.86,Donau-Ries
DE27D,2020-07-01,69.84,18.25,18.94,Donau-Ries
DE27D,2020-10-01,81.39,19.08,18.8,Donau-Ries
DE27D,2021-01-01,80.64,18.92,23.25,Donau-Ries
DE27D,2021-04-01,94.52,19.53,19.3,Donau-Ries
DE27D,2021-07-01,89.9,19.31,18.6,Donau-Ries
DE27D,2021-10-01,103.81,23.61,17.63,Donau-Ries
DE27D,2022-01-01,105.08,21.74,18.75,Donau-Ries
DE27D,2022-04-01,110.05,22.55,18.48,Donau-Ries
DE27E,2019-01-01,38.04,11.74,35.5,Oberallgäu
DE27E,2019-04-01,43.37,13.65,37.69,Oberallgäu
DE27E,2019-07-01,53.18,14.81,33.24,Oberallgäu
DE27E,2019-10-01,52.07,14.22,31.42,Oberallgäu
DE27E,2020-01-01,59.6,16.56,27.51,Oberallgäu
DE27E,2020-04-01,69.15,18.78,23.34,Oberallgäu
DE27E,2020-07-01,61.9,18.14,22.87,Oberallgäu
DE27E,2020-10-01,72.97,19.34,22.44,Oberallgäu
DE27E,2021-01-01,100.83,21.12,22.12,Oberallgäu
DE27E,2021-04-01,92.59,21.48,24.23,Oberallgäu
DE27E,2021-07-01,88.67,23.03,23.04,Oberallgäu
DE27E,2021-10-01,103.63,26.69,20.18,Oberallgäu
DE27E,2022-01-01,118.52,25.55,20.53,Oberallgäu
DE27E,2022-04-01,108.65,26.01,20.11,Oberallgäu
DE300,2019-01-01,57.88,14.45,18.66,Berlin
DE300,2019-04-01,59.93,15.72,20.71,Berlin
DE300,2019-07-01,72.15,16.93,16.58,Berlin
DE300,2019-10-01,74.7,17.54,17.42,Berlin
DE300,2020-01-01,81.27,19.01,19.55,Berlin
DE300,2020-04-01,88.21,19.67,20.09,Berlin
DE300,2020-07-01,93.29,20.18,19.11,Berlin
DE300,2020-10-01,96.57,20.7,20.33,Berlin
DE300,2021-01-01,113.21,21.7,15.93,Berlin
DE300,2021-04-01,125.9,23.63,13.36,Berlin
DE300,2021-07-01,126.66,25.77,13.79,Berlin
DE300,2021-10-01,128.51,26.08,13.66,Berlin
DE300,2022-01-01,135.43,26.14,14.12,Berlin
DE300,2022-04-01,135.72,28,13.45,Berlin
DE401,2019-01-01,32.08,5.72,27.4,"Brandenburg an der Havel, Kreisfreie Stadt"
DE401,2019-04-01,49.38,9.36,57.62,"Brandenburg an der Havel, Kreisfreie Stadt"
DE401,2019-07-01,44.7,7.12,29.67,"Brandenburg an der Havel, Kreisfreie Stadt"
DE401,2019-10-01,47.36,8.6,21.82,"Brandenburg an der Havel, Kreisfreie Stadt"
DE401,2020-01-01,45.52,9.28,22.72,"Brandenburg an der Havel, Kreisfreie Stadt"
DE401,2020-04-01,46.81,10.27,22.51,"Brandenburg an der Havel, Kreisfreie Stadt"
DE401,2020-07-01,49.79,10.68,15.69,"Brandenburg an der Havel, Kreisfreie Stadt"
DE401,2020-10-01,58.68,11.15,15.25,"Brandenburg an der Havel, Kreisfreie Stadt"
DE401,2021-01-01,56.7,11.85,16.95,"Brandenburg an der Havel, Kreisfreie Stadt"
DE401,2021-04-01,64.7,11.98,13.59,"Brandenburg an der Havel, Kreisfreie Stadt"
DE401,2021-07-01,60.42,12.67,13.49,"Brandenburg an der Havel, Kreisfreie Stadt"
DE401,2021-10-01,67.22,13.4,13.97,"Brandenburg an der Havel, Kreisfreie Stadt"
DE401,2022-01-01,71.5,14.85,13.01,"Brandenburg an der Havel, Kreisfreie Stadt"
DE401,2022-04-01,74.84,14.13,15.97,"Brandenburg an der Havel, Kreisfreie Stadt"
DE402,2019-01-01,39.32,12.05,24.28,"Cottbus, Kreisfreie Stadt"
DE402,2019-04-01,47.04,12.43,26.13,"Cottbus, Kreisfreie Stadt"
DE402,2019-07-01,50.27,13.75,27.51,"Cottbus, Kreisfreie Stadt"
DE402,2019-10-01,46.03,14.82,27.93,"Cottbus, Kreisfreie Stadt"
DE402,2020-01-01,49.02,16.83,28.07,"Cottbus, Kreisfreie Stadt"
DE402,2020-04-01,67.88,18.74,22.02,"Cottbus, Kreisfreie Stadt"
DE402,2020-07-01,71.12,18.59,21.72,"Cottbus, Kreisfreie Stadt"
DE402,2020-10-01,74.93,19.93,21.45,"Cottbus, Kreisfreie Stadt"
DE402,2021-01-01,81.77,19.81,31.04,"Cottbus, Kreisfreie Stadt"
DE402,2021-04-01,78.99,19.27,23.92,"Cottbus, Kreisfreie Stadt"
DE402,2021-07-01,81.38,19.68,23.56,"Cottbus, Kreisfreie Stadt"
DE402,2021-10-01,87.68,19.09,20.93,"Cottbus, Kreisfreie Stadt"
DE402,2022-01-01,109.81,23.65,19.59,"Cottbus, Kreisfreie Stadt"
DE402,2022-04-01,100.23,23.32,20.83,"Cottbus, Kreisfreie Stadt"
DE403,2019-01-01,47.81,7.81,29.87,"Frankfurt (Oder), Kreisfreie Stadt"
DE403,2019-04-01,52.79,10.79,34.73,"Frankfurt (Oder), Kreisfreie Stadt"
DE403,2019-07-01,52.02,10.39,32.2,"Frankfurt (Oder), Kreisfreie Stadt"
DE403,2019-10-01,57.73,10.15,33.62,"Frankfurt (Oder), Kreisfreie Stadt"
DE403,2020-01-01,63.65,12,25.49,"Frankfurt (Oder), Kreisfreie Stadt"
DE403,2020-04-01,70.9,13.4,23.13,"Frankfurt (Oder), Kreisfreie Stadt"
DE403,2020-07-01,69.99,12.22,22.84,"Frankfurt (Oder), Kreisfreie Stadt"
DE403,2020-10-01,75.26,15.11,20.2,"Frankfurt (Oder), Kreisfreie Stadt"
DE403,2021-01-01,87.26,17.1,18.1,"Frankfurt (Oder), Kreisfreie Stadt"
DE403,2021-04-01,94.11,15.28,16.51,"Frankfurt (Oder), Kreisfreie Stadt"
DE403,2021-07-01,99.78,18.55,17.65,"Frankfurt (Oder), Kreisfreie Stadt"
DE403,2021-10-01,99.72,17.59,22.29,"Frankfurt (Oder), Kreisfreie Stadt"
DE403,2022-01-01,128.61,23.09,16.32,"Frankfurt (Oder), Kreisfreie Stadt"
DE403,2022-04-01,117.86,23.12,17.04,"Frankfurt (Oder), Kreisfreie Stadt"
DE404,2019-01-01,53.27,14.36,22.95,"Potsdam, Kreisfreie Stadt"
DE404,2019-04-01,63.74,16.88,21.82,"Potsdam, Kreisfreie Stadt"
DE404,2019-07-01,70.46,16.08,20.2,"Potsdam, Kreisfreie Stadt"
DE404,2019-10-01,68.83,17.07,17.69,"Potsdam, Kreisfreie Stadt"
DE404,2020-01-01,79.57,19.59,19.08,"Potsdam, Kreisfreie Stadt"
DE404,2020-04-01,77.77,18.05,17.41,"Potsdam, Kreisfreie Stadt"
DE404,2020-07-01,81.89,17.99,17.6,"Potsdam, Kreisfreie Stadt"
DE404,2020-10-01,87.94,18.4,19.07,"Potsdam, Kreisfreie Stadt"
DE404,2021-01-01,97.08,18.99,14.9,"Potsdam, Kreisfreie Stadt"
DE404,2021-04-01,101.27,20.95,16.07,"Potsdam, Kreisfreie Stadt"
DE404,2021-07-01,106.21,22.4,21.95,"Potsdam, Kreisfreie Stadt"
DE404,2021-10-01,115.84,23.59,14.26,"Potsdam, Kreisfreie Stadt"
DE404,2022-01-01,121.54,21.95,18.67,"Potsdam, Kreisfreie Stadt"
DE404,2022-04-01,128.66,25.12,12.5,"Potsdam, Kreisfreie Stadt"
DE405,2019-01-01,40.3,12.83,23.83,Barnim
DE405,2019-04-01,42.74,13.23,24.77,Barnim
DE405,2019-07-01,44.84,12.7,20.91,Barnim
DE405,2019-10-01,50.82,14.79,21.08,Barnim
DE405,2020-01-01,54.13,16.67,20.72,Barnim
DE405,2020-04-01,60.44,17.53,19.84,Barnim
DE405,2020-07-01,60.73,17.63,20.21,Barnim
DE405,2020-10-01,67.31,20.19,21.08,Barnim
DE405,2021-01-01,71.05,21.01,16.46,Barnim
DE405,2021-04-01,73.17,20.63,15.59,Barnim
DE405,2021-07-01,79.2,21.72,14.3,Barnim
DE405,2021-10-01,91.85,27.82,13.78,Barnim
DE405,2022-01-01,95.88,30.79,13.16,Barnim
DE405,2022-04-01,95.38,28.9,13.92,Barnim
DE406,2019-01-01,41.95,13.31,24.63,Dahme-Spreewald
DE406,2019-04-01,38.6,13.15,29.14,Dahme-Spreewald
DE406,2019-07-01,47.41,14.18,21.17,Dahme-Spreewald
DE406,2019-10-01,54.52,15.75,19.9,Dahme-Spreewald
DE406,2020-01-01,57.52,17.48,20.48,Dahme-Spreewald
DE406,2020-04-01,60.03,17.7,19.85,Dahme-Spreewald
DE406,2020-07-01,60.69,18.49,19.63,Dahme-Spreewald
DE406,2020-10-01,68.77,22.24,19.62,Dahme-Spreewald
DE406,2021-01-01,100.6,47.54,13.53,Dahme-Spreewald
DE406,2021-04-01,109.54,45.72,13.97,Dahme-Spreewald
DE406,2021-07-01,94.43,28.26,14.24,Dahme-Spreewald
DE406,2021-10-01,95.55,27.15,15.61,Dahme-Spreewald
DE406,2022-01-01,102,29.7,14.28,Dahme-Spreewald
DE406,2022-04-01,101.44,36.45,19.55,Dahme-Spreewald
DE407,2019-01-01,35.45,9.88,23.84,Elbe-Elster
DE407,2019-04-01,37.62,12.24,21.93,Elbe-Elster
DE407,2019-07-01,38.42,13.3,20.27,Elbe-Elster
DE407,2019-10-01,40.47,14.12,20.61,Elbe-Elster
DE407,2020-01-01,46.84,16.43,19.75,Elbe-Elster
DE407,2020-04-01,49.97,17.33,18.18,Elbe-Elster
DE407,2020-07-01,44.34,16.64,19.13,Elbe-Elster
DE407,2020-10-01,43.35,15.93,21.05,Elbe-Elster
DE407,2021-01-01,52.41,18.08,18.97,Elbe-Elster
DE407,2021-04-01,52.65,17.97,17.16,Elbe-Elster
DE407,2021-07-01,47.84,17.02,18.34,Elbe-Elster
DE407,2021-10-01,63.63,22.91,17.51,Elbe-Elster
DE407,2022-01-01,95.83,37.64,13.54,Elbe-Elster
DE407,2022-04-01,78.74,26.54,15.31,Elbe-Elster
DE408,2019-01-01,49.99,13.7,21.01,Havelland
DE408,2019-04-01,49.04,13.93,30.98,Havelland
DE408,2019-07-01,56.39,13.97,19.39,Havelland
DE408,2019-10-01,66.86,16.48,22.64,Havelland
DE408,2020-01-01,68.32,18.36,22.87,Havelland
DE408,2020-04-01,74.56,20.21,21.42,Havelland
DE408,2020-07-01,67.8,18.65,21.47,Havelland
DE408,2020-10-01,84.5,21.28,20.38,Havelland
DE408,2021-01-01,97.32,22.2,16.59,Havelland
DE408,2021-04-01,99.25,24.05,15.35,Havelland
DE408,2021-07-01,123.06,25.12,17.39,Havelland
DE408,2021-10-01,104.72,23.32,16.34,Havelland
DE408,2022-01-01,104.71,25.17,15.22,Havelland
DE408,2022-04-01,107.6,29.72,16.43,Havelland
DE409,2019-01-01,34.07,9.1,26.78,Märkisch-Oderland
DE409,2019-04-01,31.35,8.82,28.88,Märkisch-Oderland
DE409,2019-07-01,36.68,10.71,26.56,Märkisch-Oderland
DE409,2019-10-01,40.03,12.46,23.61,Märkisch-Oderland
DE409,2020-01-01,47.46,13.76,21.03,Märkisch-Oderland
DE409,2020-04-01,49.28,14.26,21.38,Märkisch-Oderland
DE409,2020-07-01,51.8,14.89,20.87,Märkisch-Oderland
DE409,2020-10-01,59.54,16.47,19.7,Märkisch-Oderland
DE409,2021-01-01,64.32,17.87,17.54,Märkisch-Oderland
DE409,2021-04-01,60.15,18.35,18.57,Märkisch-Oderland
DE409,2021-07-01,64.68,17.79,16.64,Märkisch-Oderland
DE409,2021-10-01,73.11,25.83,17.69,Märkisch-Oderland
DE409,2022-01-01,77.58,25.54,18.57,Märkisch-Oderland
DE409,2022-04-01,73.51,26.68,18.22,Märkisch-Oderland
DE40A,2019-01-01,41.74,13.4,22.55,Oberhavel
DE40A,2019-04-01,41.19,13.67,24.9,Oberhavel
DE40A,2019-07-01,46.31,14.48,23.29,Oberhavel
DE40A,2019-10-01,51.24,16.38,18.56,Oberhavel
DE40A,2020-01-01,53.94,17,18.68,Oberhavel
DE40A,2020-04-01,57.7,17.64,21.16,Oberhavel
DE40A,2020-07-01,70.07,18.21,19.54,Oberhavel
DE40A,2020-10-01,74.45,19.25,21.22,Oberhavel
DE40A,2021-01-01,83.61,20.03,18.05,Oberhavel
DE40A,2021-04-01,89.12,21.17,15.67,Oberhavel
DE40A,2021-07-01,85.84,21.62,15.33,Oberhavel
DE40A,2021-10-01,87.04,22.04,15.79,Oberhavel
DE40A,2022-01-01,97.15,24.52,14.86,Oberhavel
DE40A,2022-04-01,85.56,23.16,15.21,Oberhavel
DE40B,2019-01-01,38.7,10.42,24.19,Oberspreewald-Lausitz
DE40B,2019-04-01,31.98,9.72,26.64,Oberspreewald-Lausitz
DE40B,2019-07-01,43.24,10.74,23.65,Oberspreewald-Lausitz
DE40B,2019-10-01,44.76,13.42,22.47,Oberspreewald-Lausitz
DE40B,2020-01-01,46.4,14.44,23.51,Oberspreewald-Lausitz
DE40B,2020-04-01,46,13.52,21.05,Oberspreewald-Lausitz
DE40B,2020-07-01,46.47,13.98,20.9,Oberspreewald-Lausitz
DE40B,2020-10-01,55.51,14.61,21.94,Oberspreewald-Lausitz
DE40B,2021-01-01,66.06,18.36,18.8,Oberspreewald-Lausitz
DE40B,2021-04-01,66.43,19.58,16.31,Oberspreewald-Lausitz
DE40B,2021-07-01,63.56,17.81,19.09,Oberspreewald-Lausitz
DE40B,2021-10-01,71.33,19.99,16.37,Oberspreewald-Lausitz
DE40B,2022-01-01,78.35,19.87,17.87,Oberspreewald-Lausitz
DE40B,2022-04-01,72.34,20.23,16.7,Oberspreewald-Lausitz
DE40C,2019-01-01,42.72,13.66,22.23,Oder-Spree
DE40C,2019-04-01,44.13,15.08,26.3,Oder-Spree
DE40C,2019-07-01,46.55,14.19,23.95,Oder-Spree
DE40C,2019-10-01,50.01,14.84,22.55,Oder-Spree
DE40C,2020-01-01,55.04,15.13,22.67,Oder-Spree
DE40C,2020-04-01,60.23,17.89,21.5,Oder-Spree
DE40C,2020-07-01,63.37,16.44,21.73,Oder-Spree
DE40C,2020-10-01,85.93,19.68,21.18,Oder-Spree
DE40C,2021-01-01,79.35,20.19,20.03,Oder-Spree
DE40C,2021-04-01,86.82,20.3,16.66,Oder-Spree
DE40C,2021-07-01,117.24,21.2,17.95,Oder-Spree
DE40C,2021-10-01,103.47,22.45,17.36,Oder-Spree
DE40C,2022-01-01,99.94,24.99,17.87,Oder-Spree
DE40C,2022-04-01,110.24,25.78,16.72,Oder-Spree
DE40D,2019-01-01,34.17,11.53,22.95,Ostprignitz-Ruppin
DE40D,2019-04-01,40.68,15.09,27.29,Ostprignitz-Ruppin
DE40D,2019-07-01,43.54,14.96,20.45,Ostprignitz-Ruppin
DE40D,2019-10-01,46.07,15.21,17.53,Ostprignitz-Ruppin
DE40D,2020-01-01,48.59,16.48,18.94,Ostprignitz-Ruppin
DE40D,2020-04-01,51.4,14.84,18.21,Ostprignitz-Ruppin
DE40D,2020-07-01,49.22,16.52,21.92,Ostprignitz-Ruppin
DE40D,2020-10-01,53.25,16.65,18.13,Ostprignitz-Ruppin
DE40D,2021-01-01,58.54,16.97,16.68,Ostprignitz-Ruppin
DE40D,2021-04-01,55.59,16.52,16.01,Ostprignitz-Ruppin
DE40D,2021-07-01,71.31,20.03,15.71,Ostprignitz-Ruppin
DE40D,2021-10-01,74.83,20.9,15.81,Ostprignitz-Ruppin
DE40D,2022-01-01,70.55,20.07,15.79,Ostprignitz-Ruppin
DE40D,2022-04-01,74.25,22.29,16.77,Ostprignitz-Ruppin
DE40E,2019-01-01,43.4,12.37,23.47,Potsdam-Mittelmark
DE40E,2019-04-01,43.23,12.06,24,Potsdam-Mittelmark
DE40E,2019-07-01,48.74,13.35,21.44,Potsdam-Mittelmark
DE40E,2019-10-01,55.32,15.19,20.19,Potsdam-Mittelmark
DE40E,2020-01-01,63.78,17.7,20.05,Potsdam-Mittelmark
DE40E,2020-04-01,62.4,17.61,21.4,Potsdam-Mittelmark
DE40E,2020-07-01,65.24,17.6,19.89,Potsdam-Mittelmark
DE40E,2020-10-01,71.65,18.33,19.12,Potsdam-Mittelmark
DE40E,2021-01-01,81.64,20.42,15.56,Potsdam-Mittelmark
DE40E,2021-04-01,81.14,21.67,14.21,Potsdam-Mittelmark
DE40E,2021-07-01,85.22,21.04,15.31,Potsdam-Mittelmark
DE40E,2021-10-01,90.38,22.58,15.27,Potsdam-Mittelmark
DE40E,2022-01-01,114.86,39.27,15.48,Potsdam-Mittelmark
DE40E,2022-04-01,98.03,30.52,15.48,Potsdam-Mittelmark
DE40F,2019-01-01,33.9,10.96,41.84,Prignitz
DE40F,2019-04-01,33.3,10.7,33.87,Prignitz
DE40F,2019-07-01,39.85,12.51,29.25,Prignitz
DE40F,2019-10-01,39.87,12.12,23.1,Prignitz
DE40F,2020-01-01,49.15,13.79,23.55,Prignitz
DE40F,2020-04-01,43.77,13.26,24.48,Prignitz
DE40F,2020-07-01,42.17,13.51,23.71,Prignitz
DE40F,2020-10-01,44.34,14.34,30.67,Prignitz
DE40F,2021-01-01,66.55,16.61,21.07,Prignitz
DE40F,2021-04-01,61.92,18.01,17.34,Prignitz
DE40F,2021-07-01,50.81,14.74,21.05,Prignitz
DE40F,2021-10-01,88.53,20.28,20.65,Prignitz
DE40F,2022-01-01,66.89,19.34,17.46,Prignitz
DE40F,2022-04-01,61.45,17.48,18.46,Prignitz
DE40G,2019-01-01,28.72,9.78,31.43,Spree-Neiße
DE40G,2019-04-01,32.92,11.48,32.78,Spree-Neiße
DE40G,2019-07-01,33.67,11.08,29.99,Spree-Neiße
DE40G,2019-10-01,41.04,13.84,27.19,Spree-Neiße
DE40G,2020-01-01,38.84,14.21,28.07,Spree-Neiße
DE40G,2020-04-01,60,19.35,20.42,Spree-Neiße
DE40G,2020-07-01,49.38,16.38,23.03,Spree-Neiße
DE40G,2020-10-01,52.66,18.23,21.43,Spree-Neiße
DE40G,2021-01-01,58.28,18.62,30.25,Spree-Neiße
DE40G,2021-04-01,58.51,18.84,21.51,Spree-Neiße
DE40G,2021-07-01,64.33,18.32,23.16,Spree-Neiße
DE40G,2021-10-01,45.11,16.41,25.94,Spree-Neiße
DE40G,2022-01-01,40.8,15.81,27.25,Spree-Neiße
DE40G,2022-04-01,45.46,15.92,26.82,Spree-Neiße
DE40H,2019-01-01,42.07,12.63,26.02,Teltow-Fläming
DE40H,2019-04-01,37.03,11.85,27.29,Teltow-Fläming
DE40H,2019-07-01,44.62,12.85,21.89,Teltow-Fläming
DE40H,2019-10-01,46.93,13.75,21.53,Teltow-Fläming
DE40H,2020-01-01,54.38,16.21,20.96,Teltow-Fläming
DE40H,2020-04-01,59.62,16.92,21.9,Teltow-Fläming
DE40H,2020-07-01,59.88,17.33,20.43,Teltow-Fläming
DE40H,2020-10-01,63,18.94,20.91,Teltow-Fläming
DE40H,2021-01-01,71.63,20.42,17.68,Teltow-Fläming
DE40H,2021-04-01,81.39,22.7,16.73,Teltow-Fläming
DE40H,2021-07-01,87.29,22.06,16.7,Teltow-Fläming
DE40H,2021-10-01,82.42,21.36,17.14,Teltow-Fläming
DE40H,2022-01-01,81.57,23.15,15.52,Teltow-Fläming
DE40H,2022-04-01,90.44,23.3,16.83,Teltow-Fläming
DE40I,2019-01-01,32.86,12.91,31.04,Uckermark
DE40I,2019-04-01,34.48,14.28,34.49,Uckermark
DE40I,2019-07-01,44.04,15.32,32.32,Uckermark
DE40I,2019-10-01,43.43,16.47,26.83,Uckermark
DE40I,2020-01-01,49.09,16.91,22.91,Uckermark
DE40I,2020-04-01,50.99,17.07,20.75,Uckermark
DE40I,2020-07-01,51.34,17.1,22.4,Uckermark
DE40I,2020-10-01,49.97,17.81,20.03,Uckermark
DE40I,2021-01-01,62.63,21.52,20.04,Uckermark
DE40I,2021-04-01,60.15,25.48,17.16,Uckermark
DE40I,2021-07-01,64.67,26.32,19.2,Uckermark
DE40I,2021-10-01,68.74,27.83,21.04,Uckermark
DE40I,2022-01-01,69.64,27.28,18.23,Uckermark
DE40I,2022-04-01,72.56,29.25,16.95,Uckermark
DE501,2019-01-01,62.11,17.44,20.86,"Bremen, Kreisfreie Stadt"
DE501,2019-04-01,54.91,16.4,21.34,"Bremen, Kreisfreie Stadt"
DE501,2019-07-01,75.19,18.29,22.85,"Bremen, Kreisfreie Stadt"
DE501,2019-10-01,77.18,18.82,20.69,"Bremen, Kreisfreie Stadt"
DE501,2020-01-01,90.76,20.71,20.69,"Bremen, Kreisfreie Stadt"
DE501,2020-04-01,89.25,20.72,23.3,"Bremen, Kreisfreie Stadt"
DE501,2020-07-01,102.52,22.29,19.57,"Bremen, Kreisfreie Stadt"
DE501,2020-10-01,108.81,21.53,20.27,"Bremen, Kreisfreie Stadt"
DE501,2021-01-01,124.11,23.56,18.23,"Bremen, Kreisfreie Stadt"
DE501,2021-04-01,134.39,28.42,15.99,"Bremen, Kreisfreie Stadt"
DE501,2021-07-01,129.13,27.18,15.63,"Bremen, Kreisfreie Stadt"
DE501,2021-10-01,136.87,27.72,16.23,"Bremen, Kreisfreie Stadt"
DE501,2022-01-01,135.51,28.03,16.09,"Bremen, Kreisfreie Stadt"
DE501,2022-04-01,137.17,28.02,15.59,"Bremen, Kreisfreie Stadt"
DE502,2019-01-01,77.6,17.45,29.12,"Bremerhaven, Kreisfreie Stadt"
DE502,2019-04-01,74.84,17.86,34.35,"Bremerhaven, Kreisfreie Stadt"
DE502,2019-07-01,90.77,20.11,24.1,"Bremerhaven, Kreisfreie Stadt"
DE502,2019-10-01,70.94,19.24,27.37,"Bremerhaven, Kreisfreie Stadt"
DE502,2020-01-01,99,20.74,23.35,"Bremerhaven, Kreisfreie Stadt"
DE502,2020-04-01,94.74,20.34,26.42,"Bremerhaven, Kreisfreie Stadt"
DE502,2020-07-01,104.14,21.57,23.91,"Bremerhaven, Kreisfreie Stadt"
DE502,2020-10-01,106.84,21.78,23.74,"Bremerhaven, Kreisfreie Stadt"
DE502,2021-01-01,116.04,21.85,22.71,"Bremerhaven, Kreisfreie Stadt"
DE502,2021-04-01,132.16,22.75,18.99,"Bremerhaven, Kreisfreie Stadt"
DE502,2021-07-01,131.17,22.99,19.36,"Bremerhaven, Kreisfreie Stadt"
DE502,2021-10-01,132.83,23.6,22.13,"Bremerhaven, Kreisfreie Stadt"
DE502,2022-01-01,150.17,26.77,22.18,"Bremerhaven, Kreisfreie Stadt"
DE502,2022-04-01,143.43,25.75,21.38,"Bremerhaven, Kreisfreie Stadt"
DE600,2019-01-01,57.16,19.76,16.1,Hamburg
DE600,2019-04-01,54.01,19.93,16.29,Hamburg
DE600,2019-07-01,67.06,20.38,16.94,Hamburg
