id,quarter,avg_d,avg_u,avg_l,name
DE600,2019-10-01,68.64,21.74,17.48,Hamburg
DE600,2020-01-01,76.28,22.08,17.15,Hamburg
DE600,2020-04-01,80.12,21.33,17.42,Hamburg
DE600,2020-07-01,90.74,23.54,14.28,Hamburg
DE600,2020-10-01,100.76,23.76,14.08,Hamburg
DE600,2021-01-01,94.28,23.88,14.15,Hamburg
DE600,2021-04-01,112.49,27.11,13.24,Hamburg
DE600,2021-07-01,116.18,30.81,12.67,Hamburg
DE600,2021-10-01,124.04,30.17,12.85,Hamburg
DE600,2022-01-01,128.14,30.92,13.1,Hamburg
DE600,2022-04-01,127.93,32.78,12.08,Hamburg
DE711,2019-01-01,61.13,17.8,17.01,"Darmstadt, Kreisfreie Stadt"
DE711,2019-04-01,62.66,16.22,14.92,"Darmstadt, Kreisfreie Stadt"
DE711,2019-07-01,74.39,18.25,13.01,"Darmstadt, Kreisfreie Stadt"
DE711,2019-10-01,71.88,18.96,14.46,"Darmstadt, Kreisfreie Stadt"
DE711,2020-01-01,90.37,20.02,14.77,"Darmstadt, Kreisfreie Stadt"
DE711,2020-04-01,94.8,18.8,12.92,"Darmstadt, Kreisfreie Stadt"
DE711,2020-07-01,96.15,19.88,13.74,"Darmstadt, Kreisfreie Stadt"
DE711,2020-10-01,108.93,20.21,13.86,"Darmstadt, Kreisfreie Stadt"
DE711,2021-01-01,107.11,21.65,13.87,"Darmstadt, Kreisfreie Stadt"
DE711,2021-04-01,120.94,23.42,13.62,"Darmstadt, Kreisfreie Stadt"
DE711,2021-07-01,126.33,26.64,13.34,"Darmstadt, Kreisfreie Stadt"
DE711,2021-10-01,118.29,25.27,14.1,"Darmstadt, Kreisfreie Stadt"
DE711,2022-01-01,134.48,26.76,12.11,"Darmstadt, Kreisfreie Stadt"
DE711,2022-04-01,132.06,26.67,12.15,"Darmstadt, Kreisfreie Stadt"
DE712,2019-01-01,66.92,14.98,15.82,"Frankfurt am Main, Kreisfreie Stadt"
DE712,2019-04-01,69.21,17.49,15.92,"Frankfurt am Main, Kreisfreie Stadt"
DE712,2019-07-01,73.94,16.73,16.32,"Frankfurt am Main, Kreisfreie Stadt"
DE712,2019-10-01,76.73,18.21,13.5,"Frankfurt am Main, Kreisfreie Stadt"
DE712,2020-01-01,86.91,19.13,13.57,"Frankfurt am Main, Kreisfreie Stadt"
DE712,2020-04-01,108.08,18.71,12.51,"Frankfurt am Main, Kreisfreie Stadt"
DE712,2020-07-01,108,20.88,12.69,"Frankfurt am Main, Kreisfreie Stadt"
DE712,2020-10-01,118.28,20.93,12.22,"Frankfurt am Main, Kreisfreie Stadt"
DE712,2021-01-01,118.88,21.71,12.53,"Frankfurt am Main, Kreisfreie Stadt"
DE712,2021-04-01,128.49,23.3,11.82,"Frankfurt am Main, Kreisfreie Stadt"
DE712,2021-07-01,129.41,26.42,13.11,"Frankfurt am Main, Kreisfreie Stadt"
DE712,2021-10-01,137.35,25.82,11.91,"Frankfurt am Main, Kreisfreie Stadt"
DE712,2022-01-01,147.2,25.27,11.99,"Frankfurt am Main, Kreisfreie Stadt"
DE712,2022-04-01,144.31,27.92,12,"Frankfurt am Main, Kreisfreie Stadt"
DE713,2019-01-01,65,13.32,17.03,"Offenbach am Main, Kreisfreie Stadt"
DE713,2019-04-01,69.59,13.87,13.24,"Offenbach am Main, Kreisfreie Stadt"
DE713,2019-07-01,73.7,14.76,14.33,"Offenbach am Main, Kreisfreie Stadt"
DE713,2019-10-01,77.55,14.4,15.49,"Offenbach am Main, Kreisfreie Stadt"
DE713,2020-01-01,87.92,16.85,12.94,"Offenbach am Main, Kreisfreie Stadt"
DE713,2020-04-01,96,18.32,12.01,"Offenbach am Main, Kreisfreie Stadt"
DE713,2020-07-01,96.65,18.8,12.32,"Offenbach am Main, Kreisfreie Stadt"
DE713,2020-10-01,104.44,19.84,11.57,"Offenbach am Main, Kreisfreie Stadt"
DE713,2021-01-01,111.16,20.38,11.93,"Offenbach am Main, Kreisfreie Stadt"
DE713,2021-04-01,125.43,22.13,12.04,"Offenbach am Main, Kreisfreie Stadt"
DE713,2021-07-01,127.61,24.28,13.95,"Offenbach am Main, Kreisfreie Stadt"
DE713,2021-10-01,130.75,25.43,11.57,"Offenbach am Main, Kreisfreie Stadt"
DE713,2022-01-01,144.02,27.01,11.54,"Offenbach am Main, Kreisfreie Stadt"
DE713,2022-04-01,153.51,27.74,11.81,"Offenbach am Main, Kreisfreie Stadt"
DE714,2019-01-01,66.39,12.67,17.48,"Wiesbaden, Kreisfreie Stadt"
DE714,2019-04-01,69.25,14.85,15.84,"Wiesbaden, Kreisfreie Stadt"
DE714,2019-07-01,75.08,14.27,14.65,"Wiesbaden, Kreisfreie Stadt"
DE714,2019-10-01,77.69,15.51,15.07,"Wiesbaden, Kreisfreie Stadt"
DE714,2020-01-01,84.95,16.37,14.66,"Wiesbaden, Kreisfreie Stadt"
DE714,2020-04-01,98.47,18.61,13.86,"Wiesbaden, Kreisfreie Stadt"
DE714,2020-07-01,98.06,18.96,14.32,"Wiesbaden, Kreisfreie Stadt"
DE714,2020-10-01,109.25,20.93,14.35,"Wiesbaden, Kreisfreie Stadt"
DE714,2021-01-01,102.91,19.81,14.01,"Wiesbaden, Kreisfreie Stadt"
DE714,2021-04-01,113.95,22.18,15.12,"Wiesbaden, Kreisfreie Stadt"
DE714,2021-07-01,119.44,24.06,13.53,"Wiesbaden, Kreisfreie Stadt"
DE714,2021-10-01,128.34,24.93,23.8,"Wiesbaden, Kreisfreie Stadt"
DE714,2022-01-01,131.27,23.71,13.18,"Wiesbaden, Kreisfreie Stadt"
DE714,2022-04-01,140.79,25.59,13.73,"Wiesbaden, Kreisfreie Stadt"
DE715,2019-01-01,59.1,12.58,20.52,Bergstraße
DE715,2019-04-01,56.76,12.22,23.28,Bergstraße
DE715,2019-07-01,61.93,12.9,20.62,Bergstraße
DE715,2019-10-01,63.94,12.7,19.6,Bergstraße
DE715,2020-01-01,72,14.06,18.56,Bergstraße
DE715,2020-04-01,84.23,16.29,16.9,Bergstraße
DE715,2020-07-01,86.59,17.14,17.83,Bergstraße
DE715,2020-10-01,88.7,17.12,17.59,Bergstraße
DE715,2021-01-01,90.17,16.83,18.88,Bergstraße
DE715,2021-04-01,98.21,19.05,17.67,Bergstraße
DE715,2021-07-01,89.7,19.13,18.61,Bergstraße
DE715,2021-10-01,96.67,23.95,17.62,Bergstraße
DE715,2022-01-01,115.76,28.29,17.9,Bergstraße
DE715,2022-04-01,130.65,24.51,16.72,Bergstraße
DE716,2019-01-01,58.12,16.19,14.59,Darmstadt-Dieburg
DE716,2019-04-01,60.39,16.48,14.78,Darmstadt-Dieburg
DE716,2019-07-01,65.51,16.39,13.98,Darmstadt-Dieburg
DE716,2019-10-01,65.72,16.95,13.23,Darmstadt-Dieburg
DE716,2020-01-01,68.35,19,12.93,Darmstadt-Dieburg
DE716,2020-04-01,79.95,21.6,12.86,Darmstadt-Dieburg
DE716,2020-07-01,80.64,24.01,12.69,Darmstadt-Dieburg
DE716,2020-10-01,90.6,25.57,11.94,Darmstadt-Dieburg
DE716,2021-01-01,90.87,26.35,12.57,Darmstadt-Dieburg
DE716,2021-04-01,101.57,32.92,11.98,Darmstadt-Dieburg
DE716,2021-07-01,100.85,37.29,11.29,Darmstadt-Dieburg
DE716,2021-10-01,108.24,33.87,12.71,Darmstadt-Dieburg
DE716,2022-01-01,119.74,38.24,12.59,Darmstadt-Dieburg
DE716,2022-04-01,116.81,36.47,12.54,Darmstadt-Dieburg
DE717,2019-01-01,56.37,16.02,17.45,Groß-Gerau
DE717,2019-04-01,58.07,16.04,17.98,Groß-Gerau
DE717,2019-07-01,62.45,16.18,15.9,Groß-Gerau
DE717,2019-10-01,64.25,17.02,15.73,Groß-Gerau
DE717,2020-01-01,72.36,17.33,14.07,Groß-Gerau
DE717,2020-04-01,80.65,19.05,13.34,Groß-Gerau
DE717,2020-07-01,88.9,20.35,13.66,Groß-Gerau
DE717,2020-10-01,95.28,21.01,13.3,Groß-Gerau
DE717,2021-01-01,95.81,22.1,13.4,Groß-Gerau
DE717,2021-04-01,107.32,23.67,13,Groß-Gerau
DE717,2021-07-01,105.81,24.18,13.76,Groß-Gerau
DE717,2021-10-01,108.77,24.21,13.92,Groß-Gerau
DE717,2022-01-01,122.64,24.93,14.04,Groß-Gerau
DE717,2022-04-01,121.85,26.33,13.17,Groß-Gerau
DE718,2019-01-01,72.79,16.36,15.72,Hochtaunuskreis
DE718,2019-04-01,74.59,18.01,15.19,Hochtaunuskreis
DE718,2019-07-01,74.22,17.97,14.53,Hochtaunuskreis
DE718,2019-10-01,78.29,17.55,13.92,Hochtaunuskreis
DE718,2020-01-01,90.88,19.46,13.67,Hochtaunuskreis
DE718,2020-04-01,103.61,20.99,13.89,Hochtaunuskreis
DE718,2020-07-01,102.25,22.15,14.9,Hochtaunuskreis
DE718,2020-10-01,104.16,22.19,17.16,Hochtaunuskreis
DE718,2021-01-01,109.37,22.74,18.62,Hochtaunuskreis
DE718,2021-04-01,119.75,24.73,18.64,Hochtaunuskreis
DE718,2021-07-01,125.77,26.1,16.04,Hochtaunuskreis
DE718,2021-10-01,126.59,24.83,17.42,Hochtaunuskreis
DE718,2022-01-01,140.17,25.7,16.15,Hochtaunuskreis
DE718,2022-04-01,140.37,27.96,16.16,Hochtaunuskreis
DE719,2019-01-01,58.54,11.53,19.81,Main-Kinzig-Kreis
DE719,2019-04-01,61.64,11.28,20.43,Main-Kinzig-Kreis
DE719,2019-07-01,66.09,11.68,19.05,Main-Kinzig-Kreis
DE719,2019-10-01,63.65,12.4,15.78,Main-Kinzig-Kreis
DE719,2020-01-01,73,13.82,15.02,Main-Kinzig-Kreis
DE719,2020-04-01,85.95,14.92,15.7,Main-Kinzig-Kreis
DE719,2020-07-01,84.37,15.31,15.49,Main-Kinzig-Kreis
DE719,2020-10-01,92.15,16.73,15.44,Main-Kinzig-Kreis
DE719,2021-01-01,96.04,16.52,15.12,Main-Kinzig-Kreis
DE719,2021-04-01,102.17,18.11,15.13,Main-Kinzig-Kreis
DE719,2021-07-01,109.33,18.68,16.08,Main-Kinzig-Kreis
DE719,2021-10-01,110.54,19.46,16.36,Main-Kinzig-Kreis
DE719,2022-01-01,116.82,19.13,15.88,Main-Kinzig-Kreis
DE719,2022-04-01,116.14,19.5,15.16,Main-Kinzig-Kreis
DE71A,2019-01-01,67.04,16.41,13.35,Main-Taunus-Kreis
DE71A,2019-04-01,65.48,16.21,14.48,Main-Taunus-Kreis
DE71A,2019-07-01,70.9,17.24,14.16,Main-Taunus-Kreis
DE71A,2019-10-01,72.45,17.52,13.17,Main-Taunus-Kreis
DE71A,2020-01-01,77.87,18.09,13.74,Main-Taunus-Kreis
DE71A,2020-04-01,88.49,21.07,12.32,Main-Taunus-Kreis
DE71A,2020-07-01,97.56,25.47,12.5,Main-Taunus-Kreis
DE71A,2020-10-01,103.39,30.83,12.66,Main-Taunus-Kreis
DE71A,2021-01-01,103.64,31.77,13.31,Main-Taunus-Kreis
DE71A,2021-04-01,113.17,33.53,11.96,Main-Taunus-Kreis
DE71A,2021-07-01,121.76,42.27,12.37,Main-Taunus-Kreis
DE71A,2021-10-01,127.88,45.2,11.71,Main-Taunus-Kreis
DE71A,2022-01-01,139.82,43.87,12.24,Main-Taunus-Kreis
DE71A,2022-04-01,131.66,39.72,11.73,Main-Taunus-Kreis
DE71B,2019-01-01,37.36,7.91,27.48,Odenwaldkreis
DE71B,2019-04-01,34.43,8.24,31.96,Odenwaldkreis
DE71B,2019-07-01,44.28,9.95,30.08,Odenwaldkreis
DE71B,2019-10-01,42.65,9.2,29.09,Odenwaldkreis
DE71B,2020-01-01,39.25,8.65,30.73,Odenwaldkreis
DE71B,2020-04-01,48.92,9.84,28.15,Odenwaldkreis
DE71B,2020-07-01,50.59,13.59,27.05,Odenwaldkreis
DE71B,2020-10-01,44.6,10.67,27.62,Odenwaldkreis
DE71B,2021-01-01,49.11,12,28.28,Odenwaldkreis
DE71B,2021-04-01,54.97,13.3,27.81,Odenwaldkreis
DE71B,2021-07-01,48.95,10.78,28.34,Odenwaldkreis
DE71B,2021-10-01,51.63,10.66,31.02,Odenwaldkreis
DE71B,2022-01-01,65.51,12.43,30.05,Odenwaldkreis
DE71B,2022-04-01,57.91,11.43,29.11,Odenwaldkreis
DE71C,2019-01-01,70.72,14.79,15.43,"Offenbach, Landkreis"
DE71C,2019-04-01,80.44,29.44,13.6,"Offenbach, Landkreis"
DE71C,2019-07-01,88.35,30.48,13.12,"Offenbach, Landkreis"
DE71C,2019-10-01,87.77,27.14,12.24,"Offenbach, Landkreis"
DE71C,2020-01-01,92.11,26.23,12.25,"Offenbach, Landkreis"
DE71C,2020-04-01,104.02,28.84,11.21,"Offenbach, Landkreis"
DE71C,2020-07-01,106.03,27.72,11.75,"Offenbach, Landkreis"
DE71C,2020-10-01,113.91,29.43,11.71,"Offenbach, Landkreis"
DE71C,2021-01-01,120.5,30.49,12.77,"Offenbach, Landkreis"
DE71C,2021-04-01,129.34,33.02,11.29,"Offenbach, Landkreis"
DE71C,2021-07-01,132.21,35.24,11.92,"Offenbach, Landkreis"
DE71C,2021-10-01,133.85,35.96,12.13,"Offenbach, Landkreis"
DE71C,2022-01-01,147.1,35.59,12.2,"Offenbach, Landkreis"
DE71C,2022-04-01,151.79,37.73,12.29,"Offenbach, Landkreis"
DE71D,2019-01-01,65.6,14.08,16.91,Rheingau-Taunus-Kreis
DE71D,2019-04-01,68.17,14.03,34.42,Rheingau-Taunus-Kreis
DE71D,2019-07-01,67.6,15.74,15.33,Rheingau-Taunus-Kreis
DE71D,2019-10-01,68.01,14.97,16.56,Rheingau-Taunus-Kreis
DE71D,2020-01-01,79.51,19.38,15.71,Rheingau-Taunus-Kreis
DE71D,2020-04-01,92.59,22.35,15.38,Rheingau-Taunus-Kreis
DE71D,2020-07-01,101.76,31.97,14.5,Rheingau-Taunus-Kreis
DE71D,2020-10-01,97.93,30.03,15.72,Rheingau-Taunus-Kreis
DE71D,2021-01-01,109.01,32.08,15.53,Rheingau-Taunus-Kreis
DE71D,2021-04-01,120.18,31.26,15.39,Rheingau-Taunus-Kreis
DE71D,2021-07-01,122.35,31.53,15.21,Rheingau-Taunus-Kreis
DE71D,2021-10-01,121.7,30.98,15.05,Rheingau-Taunus-Kreis
DE71D,2022-01-01,131.07,31.47,15.26,Rheingau-Taunus-Kreis
DE71D,2022-04-01,126.34,32.56,14.53,Rheingau-Taunus-Kreis
DE71E,2019-01-01,61.72,15.49,17.14,Wetteraukreis
DE71E,2019-04-01,63.65,16.56,15.59,Wetteraukreis
DE71E,2019-07-01,65.66,17.05,14.38,Wetteraukreis
DE71E,2019-10-01,69.33,18.73,12.68,Wetteraukreis
DE71E,2020-01-01,73.79,19.99,12.87,Wetteraukreis
DE71E,2020-04-01,82.74,21.24,13.14,Wetteraukreis
DE71E,2020-07-01,80.21,22.93,12.14,Wetteraukreis
DE71E,2020-10-01,82.95,22.4,12.45,Wetteraukreis
DE71E,2021-01-01,87.6,23.92,12.92,Wetteraukreis
DE71E,2021-04-01,97.02,24.31,12.81,Wetteraukreis
DE71E,2021-07-01,105.07,29.75,12.14,Wetteraukreis
DE71E,2021-10-01,105.77,29.23,12.72,Wetteraukreis
DE71E,2022-01-01,105.72,28.05,17.78,Wetteraukreis
DE71E,2022-04-01,119.82,29.97,12.2,Wetteraukreis
DE721,2019-01-01,55.76,13.95,14.64,"Gießen, Landkreis"
DE721,2019-04-01,65.24,15.4,14.07,"Gießen, Landkreis"
DE721,2019-07-01,65.15,15.35,14.4,"Gießen, Landkreis"
DE721,2019-10-01,67.02,15.91,13.7,"Gießen, Landkreis"
DE721,2020-01-01,74.9,17.82,13.83,"Gießen, Landkreis"
DE721,2020-04-01,84.68,19.96,12.77,"Gießen, Landkreis"
DE721,2020-07-01,83.85,20.05,12.98,"Gießen, Landkreis"
DE721,2020-10-01,94.15,22.05,13.63,"Gießen, Landkreis"
DE721,2021-01-01,98.27,24.04,13.45,"Gießen, Landkreis"
DE721,2021-04-01,106.12,30.43,12.73,"Gießen, Landkreis"
DE721,2021-07-01,117.34,35.99,12.78,"Gießen, Landkreis"
DE721,2021-10-01,121.13,32.33,12.91,"Gießen, Landkreis"
DE721,2022-01-01,125.99,33.94,13.5,"Gießen, Landkreis"
DE721,2022-04-01,121.48,33.3,13.76,"Gießen, Landkreis"
DE722,2019-01-01,56.06,15.68,14.33,Lahn-Dill-Kreis
DE722,2019-04-01,54.99,15.65,14.31,Lahn-Dill-Kreis
DE722,2019-07-01,53.67,16.58,14.73,Lahn-Dill-Kreis
DE722,2019-10-01,56.23,17.55,14.05,Lahn-Dill-Kreis
DE722,2020-01-01,59.9,17.9,15.05,Lahn-Dill-Kreis
DE722,2020-04-01,70.21,20.51,12.29,Lahn-Dill-Kreis
DE722,2020-07-01,78.02,26.97,12.09,Lahn-Dill-Kreis
DE722,2020-10-01,86.4,30.79,13.12,Lahn-Dill-Kreis
DE722,2021-01-01,81.08,28.01,12.46,Lahn-Dill-Kreis
DE722,2021-04-01,89.83,31.94,11.81,Lahn-Dill-Kreis
DE722,2021-07-01,92.36,31.46,12.09,Lahn-Dill-Kreis
DE722,2021-10-01,104.1,33.42,12.06,Lahn-Dill-Kreis
DE722,2022-01-01,100.36,32.89,13.2,Lahn-Dill-Kreis
DE722,2022-04-01,103.44,34.31,12.86,Lahn-Dill-Kreis
DE723,2019-01-01,49.16,15.42,14.66,Limburg-Weilburg
DE723,2019-04-01,58.88,16.08,16.44,Limburg-Weilburg
DE723,2019-07-01,55.54,15.85,16.85,Limburg-Weilburg
DE723,2019-10-01,57.8,17.47,14.54,Limburg-Weilburg
DE723,2020-01-01,62.35,18.71,13.81,Limburg-Weilburg
DE723,2020-04-01,66.45,19.02,12.99,Limburg-Weilburg
DE723,2020-07-01,66.2,19.61,14.59,Limburg-Weilburg
DE723,2020-10-01,68.25,21.39,14.9,Limburg-Weilburg
DE723,2021-01-01,71.85,21.33,14.9,Limburg-Weilburg
DE723,2021-04-01,87.38,23.32,14.05,Limburg-Weilburg
DE723,2021-07-01,87.05,30.13,14,Limburg-Weilburg
DE723,2021-10-01,109.06,53.38,12.78,Limburg-Weilburg
DE723,2022-01-01,117.48,51.79,13.38,Limburg-Weilburg
DE723,2022-04-01,139.41,78.62,11.77,Limburg-Weilburg
DE724,2019-01-01,57.12,16.02,18.96,Marburg-Biedenkopf
DE724,2019-04-01,62.73,15.62,14.56,Marburg-Biedenkopf
DE724,2019-07-01,60.33,16.32,15.61,Marburg-Biedenkopf
DE724,2019-10-01,57.87,16.68,14.54,Marburg-Biedenkopf
DE724,2020-01-01,63.42,19.26,15.05,Marburg-Biedenkopf
DE724,2020-04-01,73.81,19.94,13.54,Marburg-Biedenkopf
DE724,2020-07-01,70.14,20.95,14.2,Marburg-Biedenkopf
DE724,2020-10-01,75.45,22.01,13.92,Marburg-Biedenkopf
DE724,2021-01-01,84.63,22.59,13.99,Marburg-Biedenkopf
DE724,2021-04-01,93.85,22.57,13.16,Marburg-Biedenkopf
DE724,2021-07-01,87.27,25.45,15.43,Marburg-Biedenkopf
DE724,2021-10-01,90.58,26.78,13.21,Marburg-Biedenkopf
DE724,2022-01-01,95.99,27.94,14.1,Marburg-Biedenkopf
DE724,2022-04-01,103.78,29.46,13.95,Marburg-Biedenkopf
DE725,2019-01-01,43.68,12.97,28.4,Vogelsbergkreis
DE725,2019-04-01,45.36,13.94,27.09,Vogelsbergkreis
DE725,2019-07-01,38.18,11.45,30.27,Vogelsbergkreis
DE725,2019-10-01,37.06,12.18,27.03,Vogelsbergkreis
DE725,2020-01-01,41.34,12.45,29.57,Vogelsbergkreis
DE725,2020-04-01,41.87,11.95,26.36,Vogelsbergkreis
DE725,2020-07-01,46.71,13.91,22.09,Vogelsbergkreis
DE725,2020-10-01,47.81,14.33,23.38,Vogelsbergkreis
DE725,2021-01-01,53.24,14.77,23.88,Vogelsbergkreis
DE725,2021-04-01,62.7,17.3,21.82,Vogelsbergkreis
DE725,2021-07-01,61.55,16.5,22.3,Vogelsbergkreis
DE725,2021-10-01,68.2,17.06,19.14,Vogelsbergkreis
DE725,2022-01-01,71.56,18.84,18.08,Vogelsbergkreis
DE725,2022-04-01,83.07,22.75,15.81,Vogelsbergkreis
DE731,2019-01-01,59.69,12.95,25.6,"Kassel, Kreisfreie Stadt"
DE731,2019-04-01,72.26,13.92,23.39,"Kassel, Kreisfreie Stadt"
DE731,2019-07-01,76.57,14.66,22.38,"Kassel, Kreisfreie Stadt"
DE731,2019-10-01,79.97,15.42,20.58,"Kassel, Kreisfreie Stadt"
DE731,2020-01-01,88.81,18.02,19.46,"Kassel, Kreisfreie Stadt"
DE731,2020-04-01,96,18.1,18.81,"Kassel, Kreisfreie Stadt"
DE731,2020-07-01,96.2,19.72,17.33,"Kassel, Kreisfreie Stadt"
DE731,2020-10-01,94.55,20.54,19.85,"Kassel, Kreisfreie Stadt"
DE731,2021-01-01,106.81,21.94,20.52,"Kassel, Kreisfreie Stadt"
DE731,2021-04-01,109.44,23.49,18.98,"Kassel, Kreisfreie Stadt"
DE731,2021-07-01,116.07,23.83,20.48,"Kassel, Kreisfreie Stadt"
DE731,2021-10-01,115.9,24.36,17,"Kassel, Kreisfreie Stadt"
DE731,2022-01-01,135.11,25.72,16.72,"Kassel, Kreisfreie Stadt"
DE731,2022-04-01,129.54,26.78,16.24,"Kassel, Kreisfreie Stadt"
DE732,2019-01-01,51.01,14.12,18.12,Fulda
DE732,2019-04-01,57.12,16.8,16.01,Fulda
DE732,2019-07-01,62.46,18.53,18.24,Fulda
DE732,2019-10-01,64.01,20.36,14.55,Fulda
DE732,2020-01-01,66.85,20.15,14.4,Fulda
DE732,2020-04-01,75.51,20.92,12.46,Fulda
DE732,2020-07-01,72.81,21.01,13.53,Fulda
DE732,2020-10-01,80.52,23.72,12.97,Fulda
DE732,2021-01-01,83.81,23.32,12.89,Fulda
DE732,2021-04-01,88.25,25.66,12.8,Fulda
DE732,2021-07-01,97.55,26.58,12.93,Fulda
DE732,2021-10-01,94.36,26.82,13.06,Fulda
DE732,2022-01-01,114.46,27.04,12.77,Fulda
DE732,2022-04-01,108.3,26.8,13.67,Fulda
DE733,2019-01-01,45.51,12.01,25.29,Hersfeld-Rotenburg
DE733,2019-04-01,47.79,12.04,25.83,Hersfeld-Rotenburg
DE733,2019-07-01,46.15,13.19,23.84,Hersfeld-Rotenburg
DE733,2019-10-01,46.24,14.13,20.38,Hersfeld-Rotenburg
DE733,2020-01-01,53.35,15.17,19.92,Hersfeld-Rotenburg
DE733,2020-04-01,61.81,15.72,18.06,Hersfeld-Rotenburg
DE733,2020-07-01,57.79,15.94,20.04,Hersfeld-Rotenburg
DE733,2020-10-01,61,16.13,20.75,Hersfeld-Rotenburg
DE733,2021-01-01,67.91,17.14,18.08,Hersfeld-Rotenburg
DE733,2021-04-01,77.54,18.12,17.96,Hersfeld-Rotenburg
DE733,2021-07-01,74.89,19.59,17.11,Hersfeld-Rotenburg
DE733,2021-10-01,84.06,20.19,18.61,Hersfeld-Rotenburg
DE733,2022-01-01,98.44,21.97,16.83,Hersfeld-Rotenburg
DE733,2022-04-01,93.38,22.56,19,Hersfeld-Rotenburg
DE734,2019-01-01,40.64,11.94,30.85,"Kassel, Landkreis"
DE734,2019-04-01,44.84,17.01,30.69,"Kassel, Landkreis"
DE734,2019-07-01,56.89,24.39,27.95,"Kassel, Landkreis"
DE734,2019-10-01,73.83,43.3,25.15,"Kassel, Landkreis"
DE734,2020-01-01,73.25,34.15,25.7,"Kassel, Landkreis"
DE734,2020-04-01,78.07,37.55,24.13,"Kassel, Landkreis"
DE734,2020-07-01,81.48,42.66,21.95,"Kassel, Landkreis"
DE734,2020-10-01,91.37,57.07,21.7,"Kassel, Landkreis"
DE734,2021-01-01,104.45,59.12,22.1,"Kassel, Landkreis"
DE734,2021-04-01,125.45,63.45,16.86,"Kassel, Landkreis"
DE734,2021-07-01,121.07,59.58,18.35,"Kassel, Landkreis"
DE734,2021-10-01,129.16,61.04,16.35,"Kassel, Landkreis"
DE734,2022-01-01,138.48,56.74,16.36,"Kassel, Landkreis"
DE734,2022-04-01,126.05,58.11,16.19,"Kassel, Landkreis"
DE735,2019-01-01,27.89,8.95,42.6,Schwalm-Eder-Kreis
DE735,2019-04-01,30.83,8.77,36.25,Schwalm-Eder-Kreis
DE735,2019-07-01,39.94,11.88,26.26,Schwalm-Eder-Kreis
DE735,2019-10-01,38,12.27,31.53,Schwalm-Eder-Kreis
DE735,2020-01-01,45.74,13.33,24.81,Schwalm-Eder-Kreis
DE735,2020-04-01,52.97,14.91,24.03,Schwalm-Eder-Kreis
DE735,2020-07-01,49.05,16.34,22.26,Schwalm-Eder-Kreis
DE735,2020-10-01,53.68,16.2,22.45,Schwalm-Eder-Kreis
DE735,2021-01-01,53.09,18.23,22.12,Schwalm-Eder-Kreis
DE735,2021-04-01,57.76,17.73,21.81,Schwalm-Eder-Kreis
DE735,2021-07-01,62.68,20.44,20.94,Schwalm-Eder-Kreis
DE735,2021-10-01,92.24,42.75,18.07,Schwalm-Eder-Kreis
DE735,2022-01-01,89.77,39.84,16.82,Schwalm-Eder-Kreis
DE735,2022-04-01,72.31,27.64,19.63,Schwalm-Eder-Kreis
DE736,2019-01-01,53.49,14.52,24.98,Waldeck-Frankenberg
DE736,2019-04-01,53.09,12.83,26.94,Waldeck-Frankenberg
DE736,2019-07-01,57.58,13.78,22.76,Waldeck-Frankenberg
DE736,2019-10-01,56.02,15.46,20.96,Waldeck-Frankenberg
DE736,2020-01-01,64.37,16.1,21.85,Waldeck-Frankenberg
DE736,2020-04-01,77.96,17.29,18.3,Waldeck-Frankenberg
DE736,2020-07-01,84.59,18.72,18.92,Waldeck-Frankenberg
DE736,2020-10-01,78.1,19.47,21.88,Waldeck-Frankenberg
DE736,2021-01-01,91.34,20.78,20.29,Waldeck-Frankenberg
DE736,2021-04-01,89.99,20.05,20.45,Waldeck-Frankenberg
DE736,2021-07-01,97.93,21.08,21.03,Waldeck-Frankenberg
DE736,2021-10-01,94.57,21.46,19.35,Waldeck-Frankenberg
DE736,2022-01-01,103.39,23.63,18.17,Waldeck-Frankenberg
DE736,2022-04-01,92.67,22.62,18.51,Waldeck-Frankenberg
DE737,2019-01-01,44.16,11.79,30.12,Werra-Meißner-Kreis
DE737,2019-04-01,46.38,11.26,30.19,Werra-Meißner-Kreis
DE737,2019-07-01,43.38,11.16,24.28,Werra-Meißner-Kreis
DE737,2019-10-01,48.99,12.68,24.97,Werra-Meißner-Kreis
DE737,2020-01-01,51.89,13.57,24.41,Werra-Meißner-Kreis
DE737,2020-04-01,53.85,14.79,21.13,Werra-Meißner-Kreis
DE737,2020-07-01,51.55,14.29,21.92,Werra-Meißner-Kreis
DE737,2020-10-01,55.82,15.86,20.64,Werra-Meißner-Kreis
DE737,2021-01-01,63,16.6,22.8,Werra-Meißner-Kreis
DE737,2021-04-01,68.58,17.19,22.18,Werra-Meißner-Kreis
DE737,2021-07-01,82.42,18.16,22.23,Werra-Meißner-Kreis
DE737,2021-10-01,85.98,19.59,20.35,Werra-Meißner-Kreis
DE737,2022-01-01,81.89,20.55,19.34,Werra-Meißner-Kreis
DE737,2022-04-01,73.58,19.73,20.01,Werra-Meißner-Kreis
DE803,2019-01-01,58.75,16.36,28.83,"Rostock, Kreisfreie Stadt"
DE803,2019-04-01,61.77,16.43,26.17,"Rostock, Kreisfreie Stadt"
DE803,2019-07-01,73.31,16.56,26.77,"Rostock, Kreisfreie Stadt"
DE803,2019-10-01,80.38,18.33,24.67,"Rostock, Kreisfreie Stadt"
